연령대,성별,가장_최근_여름_휴가,휴가_장소_국내_해외,domestic_location,overseas_location,주요_교통수단,휴가_기간,함께한_사람,총_비용,만족도,다음_휴가_경험,휴가_장소
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
20대,남성,도시 관광,국내,강원,,도보,2~3일,친구,10만~30만 원,만족,기타,강원
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
50대,남성,"해수욕, 물놀이",해외,,동남아시아,항공편,15일이상,연인,50만~100만 원,매우 만족,바다/섬에서 물놀이,동남아시아
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
10대,남성,문화생활,국내,광주,,자동차,1일,가족,10만 원 이하,보통,친척·지인 방문,광주
10대,남성,맛집 투어,국내,경남,,기차,15일 이상,기타,50만~100만 원,매우 불만족,"해수욕, 물놀이",경남
30대,남성,휴양·힐링,해외,,오세아니아,버스,15일 이상,친구,30만~50만 원,매우 만족,"해수욕, 물놀이",오세아니아
40대,여성,"등산, 캠핑",해외,,동유럽,도보,1일,가족,30만~50만 원,매우 만족,도시 관광,동유럽
50대,남성,"해수욕, 물놀이",해외,,오세아니아,배,15일 이상,가족,200만 원 이상,만족,"등산, 캠핑",오세아니아
50대,여성,문화생활,국내,울산,,배,2~3일,가족,200만 원 이상,매우 불만족,"해수욕, 물놀이",울산
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
20대,여성,"해수욕, 물놀이",국내,서울,,자동차,1일,혼자,10만 원 이하,매우 만족,산·계곡에서 활동,서울
30대,여성,문화생활,해외,,동아시아,항공편,7~15일,동호회,50만~100만 원,매우 만족,산·계곡에서 활동,동아시아
30대,여성,문화생활,해외,,동아시아,항공편,7~15일,동호회,50만~100만 원,매우 만족,산·계곡에서 활동,동아시아
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,서유럽,항공편,4~6일,직장 동료,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,남성,"해수욕, 물놀이",해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,남성,"해수욕, 물놀이",해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,여성,도시 관광,해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,여성,도시 관광,해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,여성,도시 관광,해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,여성,도시 관광,해외,,북미,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,북미
40대,여성,도시 관광,해외,,서유럽,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,여성,도시 관광,해외,,서유럽,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,서유럽
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,도시 관광,국내,부산,,항공편,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,부산
40대,여성,기타,해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,기타,해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,기타,해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,기타,해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,"등산, 캠핑",해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,"등산, 캠핑",해외,,동아시아,자동차,15일 이상,가족,10만~30만 원,매우 만족,산·계곡에서 활동,동아시아
40대,여성,"등산, 캠핑",해외,,아프리카,항공편,4~6일,가족,100만~200만 원,매우 만족,산·계곡에서 활동,아프리카
40대,여성,"등산, 캠핑",해외,,아프리카,항공편,4~6일,가족,100만~200만 원,매우 만족,산·계곡에서 활동,아프리카
40대,여성,"등산, 캠핑",해외,,아프리카,항공편,4~6일,가족,100만~200만 원,매우 만족,산·계곡에서 활동,아프리카
